temp(C) wspeed smoist(mm) stemp(F)
8 5.2 363 77
15 5.3 433 68
14 5.3 445 73
3 5 375 58
2 5.2 407 77
2 5.2 405 68
2 5 360 70
6 5.1 351 61
17 5.5 375 70
14 5.5 396 55
18 5.2 373 70
10 5.5 330 74
14 5.3 342 67
20 5 439 56
10 5.5 418 73
18 5 332 59
11 5 339 71
6 5.5 349 74
8 5.1 449 61
20 5.2 377 69
5 5.4 442 63
12 5.2 328 76
14 5.1 378 56
19 5 390 55
14 5.3 389 69
20 5.1 404 61
14 5.2 376 62
20 5.4 432 60
12 5 445 57
8 5.5 347 56
13 5.4 383 68
16 5 338 68
6 5.4 449 54
17 5.3 387 59
8 5.4 408 55
18 5.1 410 58
6 5.5 419 63
8 5.3 355 74
16 5.2 427 56
7 5.5 412 65
10 5.2 421 60
10 5 354 72
14 5.2 181 76
15 7 120 55
17 7.3 157 72
14 7.1 196 73
16 7.4 135 61
20 7.4 378 54
13 5.2 359 61
14 5.3 349 54
5 5.1 370 49
13 5.4 371 54
12 5 402 50
7 5.2 373 47
18 5.5 354 53
12 5.3 338 68
9 5 422 63
19 5.4 393 75
13 5.5 401 60
11 5.2 446 70
11 5.4 368 77
12 5.3 381 54
15 5 443 58
13 5.5 342 61
18 5 326 55
13 5 396 68
17 5 341 67
5 5 346 61
6 5.1 399 67
7 5.4 352 61
18 5.5 390 65
14 5.4 439 74
6 5 413 63
5 5.5 334 76
8 5.2 446 57
20 5.2 406 59
11 5.1 431 55
15 5.4 355 60
12 5.2 431 73
17 5.5 390 77
19 5 348 61
10 5.3 409 55
19 7.2 391 77
10 7.5 437 58
10 5.4 417 72
6 5.1 403 60
12 5.3 336 58
16 5.3 421 74
5 5 395 76
12 5.5 370 55
17 5.1 378 77
14 5.2 447 76
20 5 335 59
2 5.1 379 76
3 5.1 425 74
3 5.2 394 55
10 5.2 332 70
7 5.1 354 61
13 5 395 77
2 5 371 72
2 5.2 343 64
3 5.4 347 77
2 5.3 374 58
14 5.4 387 54
9 5.5 411 76
7 5.2 335 72
7 5.1 363 76
18 5.4 415 66
15 5 401 59
12 5.4 426 59
8 5.4 413 61
8 5.5 433 64
20 5.3 397 73
16 5.5 406 56
6 5.3 362 57
15 5.4 405 61
20 5.4 351 56
6 5.4 332 76
16 5.3 448 72
8 5 394 55
18 5.3 386 77
20 5.5 333 61
6 5 390 69
10 5.1 368 74
7 5.3 340 64
17 5.3 442 76
12 5 364 65
20 5.3 396 54
15 5.1 352 59
18 5 429 75
5 5.1 426 63
10 5.4 418 57
12 5.3 383 74
9 5.3 376 61
19 5 428 60
9 5 333 64
18 5.4 344 74
7 5 433 59
19 5.1 153 59
19 7.1 129 74
19 7 196 74
9 7.5 186 74
12 7 150 67
6 7.3 386 67
5 5 434 76
12 5.2 391 47
6 5.1 428 49
12 5 380 54
9 5.2 335 51
15 5.3 378 48
13 5 362 52
12 5.1 431 72
8 5.5 421 58
8 5.1 341 66
12 5.3 356 70
15 5.3 389 65
10 5.5 442 76
11 5.3 431 67
8 5.1 419 65
13 5.1 432 71
5 5 419 71
9 5 327 74
16 5 348 63
5 5.4 343 61
13 5 400 74
17 5 374 72
12 5.5 338 73
8 5.3 373 60
11 5.2 397 71
19 5.4 326 75
7 5.5 365 70
16 5 443 72
19 5 427 70
10 5.4 416 70
10 5.1 327 75
19 5.1 402 65
19 5.5 337 72
6 5.2 403 73
16 7.4 450 60
14 7.5 404 60
20 5.2 420 73
6 5 419 62
10 5.5 389 55
9 5.5 381 63
13 5.1 328 63
9 5.4 373 60
15 5 359 74
18 5.4 393 67
10 5.5 374 60
3 5.5 360 55
2 5 403 74
3 5.3 340 58
9 5.2 378 65
20 5.1 419 60
14 5.5 355 54
3 5.3 343 77
3 5.5 389 57
2 5.5 410 74
2 5.3 364 70
16 5.3 352 61
11 5 377 55
10 5.4 397 67
19 5.4 423 55
12 5.1 344 58
20 5.2 421 60
19 5.1 407 65
9 5.5 412 61
18 5 370 71
17 5.3 435 59
15 5.1 391 69
6 5 377 59
18 5 339 56
6 5.5 401 69
20 5.3 420 67
8 5.5 352 69
6 5.4 423 63
17 5 417 72
5 5.3 372 75
17 5.2 344 70
13 5.5 392 56
10 5.3 345 74
19 5.1 387 59
16 5.4 410 74
18 5 411 66
8 5.4 359 77
14 5 435 69
7 5.4 339 57
11 5.2 371 74
10 5.5 412 59
14 5.5 327 73
19 5.4 363 59
13 5 385 58
13 5.1 392 77
15 5.1 427 75
14 5.1 194 77
12 7.4 135 55
6 7.1 197 55
14 7 143 76
13 7 196 76
6 7 380 76
11 5 448 70
15 5.5 393 49
12 5.5 408 48
9 5.3 391 51
5 5.5 447 50
19 5.5 329 49
17 5.2 446 55
5 5.2 395 59
9 5.4 445 76
8 5.1 400 55
7 5.4 450 77
12 5.3 411 65
13 5.5 387 61
16 5.3 384 63
7 5.1 362 66
6 5.2 365 72
20 5.1 448 55
12 5.1 443 73
19 5 408 62
12 5.2 360 54
17 5.1 404 77
18 5.3 422 65
10 5.5 375 74
10 5 389 76
17 5.5 396 54
5 5.5 396 64
13 5.5 349 62
17 5.3 372 77
9 5.4 370 60
18 5.2 348 54
13 5.5 366 67
14 5.1 350 69
17 5 344 66
20 5.2 336 54
20 7 431 59
14 7.1 444 74
10 5.4 349 66
10 5.5 328 61
5 5.4 344 61
15 5.2 421 67
13 5.1 375 68
10 5.3 442 55
17 5.4 345 61
14 5.5 360 65
14 5.2 439 58
2 5.5 349 73
3 5.4 399 71
3 5.1 436 66
12 5.4 329 65
5 5.1 382 75
5 5.1 333 76
2 5.4 350 71
2 5.2 432 69
3 5.4 327 74
2 5 366 62
18 5.4 436 77
7 5.2 348 59
17 5 350 61
17 5.4 428 56
10 5.2 339 54
14 5 342 68
14 5.1 405 73
6 5.5 371 73
18 5.5 379 69
9 5.4 399 59
11 5.4 370 58
18 5.4 369 68
9 5.5 447 76
13 5.2 443 64
14 5.4 339 55
13 5.5 342 67
14 5.3 442 66
17 5.5 413 75
6 5.2 387 61
5 5.1 449 75
7 5.3 350 76
14 5 400 55
9 5.3 402 56
8 5 339 54
7 5 405 61
12 5.1 352 67
11 5 416 66
11 5.2 371 54
17 5.3 415 77
19 5.3 394 69
15 5.5 408 74
19 5.3 412 58
12 5.4 387 73
20 5.4 405 60
11 5 450 77
13 5.1 126 75
15 7.2 191 76
16 7 180 68
12 7.5 158 74
18 7.4 147 59
16 7.3 409 57
13 5.4 394 55
8 5.1 408 49
7 5.4 399 50
9 5.5 358 46
17 5.4 394 47
20 5.5 347 55
14 5.2 359 45
13 5.1 383 70
14 5.1 370 60
9 5.3 327 54
10 5.1 444 63
18 5.2 448 58
6 5.3 351 54
13 5.3 330 64
6 5.2 361 72
10 5 374 54
10 5.3 444 76
13 5.3 351 67
9 5 331 77
13 5 366 67
7 5.1 328 69
18 5.3 339 63
7 5.5 412 66
15 5.2 348 58
12 5 373 61
12 5.2 340 72
10 5.5 386 65
9 5 330 67
16 5.2 409 55
20 5 373 56
9 5.5 410 55
15 5.4 351 54
5 5.1 390 68
20 5 391 77
16 7.3 384 65
9 7.1 374 61
19 5 396 63
15 5.4 359 64
5 5.2 335 77
9 5.1 408 77
18 5 331 67
15 5.2 332 69
20 5.3 428 77
9 5 411 74
13 5.3 393 75
2 5.4 384 72
2 5 353 76
3 5.2 383 54
8 5.1 407 71
16 5.1 447 54
18 5.2 408 57
2 5.2 387 59
2 5 383 65
3 5.1 377 69
2 5.4 336 72
10 5 356 75
8 5.5 341 71
9 5.5 417 72
9 5.2 355 58
17 5 379 75
10 5.5 431 60
20 5.2 429 55
15 5.5 391 72
5 5.5 450 69
16 5.2 338 70
7 5.2 331 71
14 5 347 58
9 5.3 426 57
10 5.5 382 63
11 5.1 361 60
18 5.3 380 58
7 5.3 413 63
16 5.2 365 66
19 5.5 377 60
5 5 445 76
5 5.1 405 57
7 5 416 72
19 5.4 340 71
5 5.2 400 73
5 5.4 401 76
6 5.3 403 76
19 5.2 442 65
17 5.5 392 69
8 5.4 448 74
9 5.2 356 75
10 5 434 75
14 5.3 381 64
11 5.4 416 77
20 5.1 401 65
8 5.4 415 62
20 5.5 158 61
15 7.5 129 72
5 7 131 62
10 7.1 134 57
14 7 158 73
8 7.1 386 73
13 5.1 433 57
5 5.4 331 45
5 5.3 443 45
6 5.5 424 54
17 5 371 49
13 5.3 330 50
13 5.4 345 51
17 5.4 353 58
9 5.5 450 59
11 5.5 448 66
13 5.2 449 59
18 5.1 443 57
7 5.5 405 57
5 5.1 349 64
19 5.3 395 66
16 5 408 75
13 5.4 407 62
12 5.3 381 60
10 5.1 413 74
18 5.4 387 56
9 5.1 448 77
8 5.3 377 73
17 5.5 354 74
7 5.3 381 61
9 5.4 427 62
9 5.1 370 69
20 5.1 388 54
16 5.1 406 60
10 5 398 59
10 5.1 396 70
12 5.3 450 54
6 5.5 413 75
14 5.2 370 66
7 5.5 390 70
6 7.1 393 77
17 7.2 428 75
20 5.3 402 66
19 5.4 389 59
6 5 332 55
17 5.1 430 76
16 5.1 398 75
15 5.3 411 71
17 5.1 358 64
6 5.5 397 62
16 5.5 438 74
2 5.3 384 58
3 5.2 354 73
3 5 439 66
13 5.2 360 77
8 5.2 396 61
16 5.1 437 60
2 5 329 54
3 5.2 406 77
3 5.5 372 59
3 5.5 402 60
9 5.5 396 60
19 5.1 437 72
15 5.1 447 68
16 5.2 445 58
9 5 377 68
16 5.1 327 63
5 5.3 335 76
8 5.2 339 62
8 5.4 392 63
6 5 384 55
14 5.3 423 69
12 5.3 447 69
8 5.1 371 65
10 5.2 417 58
11 5 362 74
19 5.2 424 63
19 5.3 439 72
7 5 444 57
7 5.1 399 62
9 5.1 426 59
12 5 412 57
11 5.5 326 60
20 5 430 67
5 5.5 420 58
16 5.3 447 58
18 5.4 432 58
17 5.4 401 63
11 5.4 403 57
19 5.1 427 62
10 5 397 65
10 5.1 365 73
11 5.5 417 70
18 5.2 325 70
7 5.3 335 77
12 5.1 449 66
15 5.4 145 69
17 7.2 183 56
7 7.3 182 57
15 7.5 126 64
6 7.5 171 63
6 7.5 424 72
16 5.4 371 66
17 5.5 446 54
8 5 414 47
8 5 338 53
12 5.2 404 45
11 5.3 381 49
16 5.5 373 51
13 5.4 355 62
7 5.5 334 62
20 5.4 359 76
8 5.1 390 74
15 5.2 423 58
6 5.2 423 77
6 5 441 58
6 5.1 435 75
6 5.2 357 68
5 5.5 433 75
20 5.1 419 76
5 5.2 443 57
17 5.2 397 68
9 5.2 446 72
14 5.4 331 66
7 5.3 361 67
15 5.5 419 67
17 5.3 337 70
12 5 438 66
14 5.5 377 59
16 5.4 347 69
6 5.2 414 76
7 5.5 428 54
18 5 358 76
9 5.3 344 76
19 5.5 438 66
14 5.4 420 69
20 7.1 389 56
15 7.2 361 69
13 5 364 75
20 5 395 65
16 5.1 438 76
11 5.5 375 60
11 5 381 71
10 5.5 352 77
9 5.3 332 75
20 5.5 379 60
5 5 434 75
2 5 419 77
2 5.4 339 55
2 5.5 357 75
15 5.3 427 66
18 5.3 350 55
19 5.1 397 75
2 5 361 67
3 5.1 428 77
3 5.5 421 70
2 5.4 446 61
20 5 402 54
8 5 442 70
9 5.1 425 63
17 5.5 330 76
19 5.1 430 58
15 5.3 340 60
17 5.5 384 70
20 5.4 428 59
6 5 406 68
17 5.3 424 69
16 5.2 387 63
13 5 410 68
15 5.1 330 76
14 5.4 334 64
16 5.3 383 70
10 5.5 416 67
6 5.1 344 70
11 5.2 331 61
12 5.5 414 77
16 5.4 434 61
6 5.1 384 62
6 5.4 332 68
11 5.5 328 69
20 5.2 373 74
19 5.2 410 76
5 5.3 396 74
5 5.2 400 58
8 5 376 76
9 5.4 346 69
18 5.3 425 60
13 5.4 361 61
14 5.5 448 54
19 5.2 429 68
15 5.3 367 68
6 5.3 350 54
17 5.2 179 69
10 7.1 156 62
17 7.3 189 59
11 7.1 154 63
7 7.4 134 55
7 7.2 377 70
13 5.4 395 66
12 5.5 407 53
17 5.1 396 51
6 5.3 343 46
8 5.1 416 49
20 5.5 381 46
15 5.4 443 53
15 5.4 434 65
12 5 388 55
15 5.4 425 58
17 5.5 357 55
19 5.5 397 74
11 5.3 339 63
13 5.2 349 64
15 5.3 332 62
10 5 389 58
6 5 359 64
10 5.4 335 66
14 5 387 61
18 5.3 389 59
5 5.5 434 61
11 5 398 76
8 5.4 426 73
5 5.4 404 74
19 5.5 366 65
18 5.3 450 71
7 5 335 57
8 5.4 427 59
13 5.1 424 55
11 5.3 362 70
11 5.4 383 75
12 5.1 439 68
19 5.5 450 61
17 5.5 415 60
6 7.2 406 77
9 7 432 72
10 5.3 426 54
14 5.1 389 65
16 5.5 409 66
12 5.1 382 70
19 5.5 378 75
19 5.4 405 66
13 5.3 405 70
13 5.4 392 64
8 5.3 389 69
2 5.4 333 65
2 5.3 423 63
3 5.1 376 61
5 5 426 70
14 5.5 427 56
13 5.1 416 75
3 5.2 421 76
2 5.3 402 65
3 5.5 443 72
3 5.5 373 62
10 5.5 376 66
8 5.5 335 69
11 5.5 335 72
6 5.1 413 69
9 5.3 447 62
8 5.4 388 75
20 5 445 66
6 5 431 62
10 5.1 340 68
18 5 373 72
11 5.4 447 56
19 5.3 428 66
10 5.5 394 77
8 5.5 415 72
9 5.3 325 64
17 5.4 330 61
19 5.3 442 59
6 5.1 421 65
12 5.5 360 69
6 5.5 439 60
6 5.5 440 65
18 5 398 74
13 5.4 407 55
7 5.5 406 60
8 5.2 335 75
12 5 399 71
13 5 333 70
16 5 428 67
5 5.5 361 76
10 5 354 61
15 5.2 408 61
7 5.2 337 67
16 5.4 443 66
19 5.4 418 69
17 5.4 447 58
8 5.4 136 77
11 7.4 139 69
9 7.4 183 77
8 7.5 151 67
19 7 141 54
18 7 365 61
14 5.3 359 71
18 5.1 419 48
14 5 426 51
11 5.2 341 48
16 5 410 45
11 5 385 46
7 5 325 53
13 5.2 432 57
20 5.1 399 60
10 5.1 411 72
6 5 416 61
17 5.2 430 76
15 5.2 444 67
15 5.4 408 61
20 5.1 401 65
6 5.4 385 77
20 5.1 338 59
12 5.5 351 61
12 5.3 450 61
14 5.1 327 68
20 5.3 432 56
6 5.1 397 77
15 5.3 344 61
16 5.3 361 67
7 5.1 442 57
10 5.5 396 63
7 5.5 425 77
11 5 361 65
5 5.2 371 74
5 5.3 372 61
10 5.4 368 76
8 5 427 72
13 5.1 326 69
14 5.2 408 60
9 7.4 344 72
17 7.3 374 73
5 5.3 354 63
9 5.4 368 77
20 5 428 54
18 5.1 326 75
10 5.2 414 77
9 5.5 375 65
16 5.1 352 62
5 5.5 414 67
20 5.2 426 76
3 5 325 65
3 5.1 391 75
3 5.1 332 71
11 5.5 329 55
18 5.5 416 54
13 5.3 396 57
3 5.3 439 69
2 5.1 403 71
2 5.4 407 64
2 5.2 366 61
5 5 325 62
8 5.5 427 77
7 5.2 449 70
15 5 399 65
5 5.3 439 74
12 5.1 417 77
20 5.4 347 56
15 5.3 369 58
6 5 341 59
19 5.3 344 71
12 5.5 434 71
13 5.3 443 54
11 5.3 343 67
17 5.5 390 74
5 5 395 74
9 5.2 447 65
19 5.4 362 76
18 5.2 393 62
16 5.5 399 65
13 5.5 427 73
12 5 352 70
13 5.4 343 72
18 5.2 325 72
14 5.4 374 58
12 5.2 411 55
13 5.1 352 71
20 5.5 413 63
13 5.1 436 62
20 5.4 409 58
10 5.2 412 58
6 5.3 380 65
11 5.3 381 54
8 5.3 409 60
7 5.1 389 74
12 5.1 366 76
18 5.5 195 73
12 7.4 163 71
12 7 143 68
13 7.1 192 73
17 7.3 162 58
15 7.4 364 71
11 5 433 63
19 5.2 326 55
18 5.4 357 45
20 5 390 52
7 5.4 443 51
15 5.3 406 55
18 5.5 347 47
20 5 431 70
17 5 325 74
5 5.3 353 68
20 5.4 375 56
5 5.2 407 57
18 5.3 442 54
11 5.3 389 66
7 5.1 358 69
5 5.5 331 58
8 5.2 425 56
20 5.3 390 57
11 5.1 353 56
10 5.1 330 66
10 5.5 439 75
11 5.3 408 72
5 5.1 362 55
14 5.1 331 76
19 5 421 76
9 5.3 397 62
17 5.4 433 66
11 5.2 332 74
7 5.2 441 58
19 5 403 70
7 5.4 375 61
13 5.2 329 72
13 5.4 425 71
6 5 364 70
20 7.5 391 66
15 7.2 420 77
7 5.3 363 74
14 5.5 385 72
20 5 411 60
12 5.3 366 77
18 5.5 364 66
17 5.4 446 57
11 5 392 57
15 5.1 406 68
7 5.4 378 62
2 5.5 441 76
2 5.5 379 57
2 5.5 354 63
5 5.3 405 65
14 5.1 443 59
6 5.1 357 75
3 5 426 59
3 5.3 361 64
3 5.2 363 73
3 5.3 385 72
15 5.2 410 67
14 5 381 65
7 5.1 346 72
11 5.2 336 59
11 5.3 379 67
8 5 341 72
15 5.2 439 57
17 5.5 437 77
9 5.2 431 77
14 5.2 399 55
7 5.1 409 68
9 5.2 359 68
9 5.1 418 61
6 5.3 399 66
11 5.3 365 61
11 5 420 75
7 5.2 397 72
12 5.1 406 67
20 5 421 75
9 5.4 396 75
13 5.2 447 70
11 5.1 433 77
7 5.1 336 73
9 5.1 347 70
5 5.5 411 64
16 5 427 55
18 5.5 337 68
12 5.3 430 58
9 5.1 439 58
13 5.2 441 57
15 5.1 367 61
6 5 408 62
19 5.3 347 61
9 5 340 74
9 5.5 360 59
14 5 175 71
18 7.3 133 74
17 7.3 172 73
14 7 123 61
11 7.5 123 68
18 7 392 77
14 5.5 410 59
19 5 426 53
8 5.4 357 51
12 5.1 383 45
14 5.2 325 50
8 5 397 50
14 5.1 360 49
10 5 348 59
18 5.5 393 58
5 5.5 401 58
17 5.3 434 56
12 5.5 348 72
10 5.2 411 77
8 5.2 364 76
18 5 370 73
11 5.4 420 55
17 5.1 357 62
8 5.3 438 74
6 5.4 330 72
12 5.3 369 62
15 5.1 350 74
5 5 364 70
11 5 382 62
7 5 393 60
17 5.5 345 70
15 5.3 341 70
19 5.1 426 69
6 5.1 402 59
8 5.3 367 73
17 5.3 334 60
9 5.1 377 62
9 5.2 329 71
8 5 330 56
5 5 376 55
18 7.2 437 68
5 7.1 450 63
5 5.2 388 59
20 5.2 388 54
17 5.4 345 56
8 5.5 412 59
13 5.4 341 72
15 5.2 431 54
6 5.3 423 70
9 5.4 346 72
8 5.1 437 55
2 5.3 378 58
2 5.4 341 68
3 5.4 394 76
12 5.4 336 63
10 5.1 357 57
12 5 420 65
2 5.3 402 73
2 5.3 371 56
2 5.1 449 73
2 5 340 57
19 5 352 64
16 5.2 395 61
10 5.4 429 67
5 5.3 407 75
15 5.4 338 65
19 5.5 360 77
14 5.1 431 77
7 5.5 364 61
17 5.5 384 67
18 5.3 359 63
10 5.1 423 61
15 5.4 445 69
17 5.4 407 63
12 5.2 434 57
20 5.2 335 68
15 5 408 69
7 5 348 54
16 5 446 57
19 5.2 390 65
18 5.1 351 65
9 5.1 342 68
20 5.1 341 73
19 5 361 69
17 5 366 60
19 5.1 434 77
20 5.2 434 74
9 5 363 60
14 5.4 422 76
12 5 343 58
11 5.3 416 58
10 5.2 410 63
10 5.5 402 68
5 5.4 371 55
6 5.2 449 54
20 5 378 62
19 5.4 199 70
10 7 176 70
19 7.1 147 62
5 7.2 193 55
7 7.4 181 67
18 7.1 334 55
9 5.1 390 66
7 5.1 405 53
12 5.4 449 45
16 5.3 425 55
7 5.3 442 55
18 5.4 431 52
12 5.4 433 54
14 5.5 411 77
10 5.2 414 57
9 5 365 71
20 5.2 408 73
9 5.1 443 72
18 5 418 67
19 5.2 413 63
13 5.2 429 54
19 5.2 362 76
12 5.3 333 74
7 5.1 419 60
16 5.3 397 77
9 5 402 76
19 5.3 447 69
10 5.4 369 73
16 5.2 325 66
6 5.3 350 76
10 5 423 63
11 5.5 445 57
11 5.1 338 75
5 5.1 346 67
11 5.2 385 56
6 5.3 369 58
19 5.1 405 71
11 5.1 390 59
7 5.4 438 68
16 5.3 434 54
18 7.1 339 75
19 7.2 390 70
14 5.4 395 77
19 5.1 398 58
18 5.3 330 57
15 5.2 419 74
15 5.5 435 66
14 5.5 401 72
19 5.1 407 54
16 5.1 404 68
12 5.5 401 71
3 5.5 381 62
2 5.4 378 73
2 5.5 393 55
12 5.4 398 72
11 5.4 364 54
14 5.3 405 72
3 5.2 360 68
3 5.5 365 68
2 5.3 429 72
3 5.4 371 68
12 5.5 420 76
8 5.4 429 63
12 5.4 424 59
16 5.1 349 64
6 5.3 387 56
18 5.2 348 62
11 5.1 377 75
12 5.2 340 76
15 5.1 449 74
7 5.5 339 61
6 5.4 354 69
6 5.5 397 65
18 5 425 62
5 5 425 60
9 5.4 394 77
9 5.2 346 55
18 5.3 329 60
15 5 418 60
7 5.5 427 70
10 5.5 437 56
7 5.5 418 54
8 5.3 447 69
10 5 340 76
20 5.3 376 56
18 5.5 447 67
10 5.5 367 61
5 5.4 381 62
16 5.2 444 56
5 5.1 434 58
18 5.1 349 69
20 5.3 406 57
9 5.1 438 56
15 5.5 383 54
11 5.5 359 59
12 5.4 338 55
14 5.1 162 57
14 7.1 180 75
14 7 196 66
9 7.2 159 62
7 7.4 154 61
15 7 398 63
16 5.4 357 72
12 5.5 404 45
9 5.4 378 49
14 5.5 415 46
13 5.1 339 52
9 5.1 331 55
7 5.2 369 45
18 5.1 396 60
5 5.3 434 59
18 5.3 390 59
17 5.3 409 56
5 5.1 327 63
5 5.4 330 56
7 5.2 420 65
16 5.5 351 58
14 5.4 339 57
5 5.5 440 76
7 5 358 72
15 5.4 390 57
6 5.4 394 71
8 5.4 356 62
17 5.3 363 62
10 5.2 352 67
8 5.5 447 65
19 5.1 359 62
17 5.1 429 55
15 5.2 370 56
6 5.2 398 74
10 5.3 378 55
20 5.4 420 70
8 5.1 430 56
11 5.5 360 56
8 5.3 340 57
20 5.4 437 69
16 7.2 435 72
20 7.1 331 62
15 5 362 77
17 5 338 63
6 5.3 401 64
5 5.5 366 62
18 5.1 332 71
16 5.3 424 59
8 5.2 351 64
17 5.4 338 65
16 5.4 398 71
2 5.1 328 72
2 5.5 390 68
2 5.5 349 55
19 5.5 363 72
12 5.4 342 68
17 5.5 388 75
3 5 382 54
3 5.5 388 65
2 5.4 418 62
3 5.3 396 67
5 5 330 65
9 5 353 75
15 5 404 67
8 5.2 336 57
15 5.5 366 72
19 5.1 410 58
5 5.5 334 58
15 5.1 373 74
9 5 337 57
5 5 415 77
13 5 374 56
14 5.5 390 64
15 5.1 410 56
13 5.4 395 58
19 5.1 329 66
8 5.4 449 68
15 5.2 350 71
10 5.1 390 68
15 5.4 440 70
6 5.3 372 57
9 5.5 344 64
12 5.2 420 68
11 5.2 369 72
13 5.1 382 71
6 5.5 431 57
14 5.2 348 54
6 5 405 74
16 5.2 347 59
6 5.5 400 72
17 5 373 62
10 5.5 445 60
16 5.4 433 77
11 5.5 417 77
5 5.4 354 60
9 5.5 390 65
13 5.3 183 59
10 7.1 135 58
19 7.1 174 69
19 7.3 129 56
20 7 134 67
5 7.2 363 58
20 5 344 60
8 5.4 347 50
8 5 393 47
17 5.4 327 46
9 5 379 47
6 5.5 352 48
12 5.3 439 55
18 5 350 76
6 5.1 381 64
5 5.3 400 62
15 5.1 332 61
20 5 342 60
17 5.5 380 57
20 5.4 395 62
16 5 441 77
20 5.3 424 65
14 5.4 396 54
11 5.2 383 64
12 5 421 70
17 5.2 420 73
7 5 329 77
14 5.1 333 68
20 5.4 432 56
17 5.5 386 76
15 5 423 61
12 5.1 348 74
8 5.1 392 66
10 5.2 427 57
20 5.2 434 75
10 5.5 442 58
5 5.1 385 71
10 5.3 325 72
19 5 436 66
13 5.3 332 71
11 7.4 344 56
13 7.4 336 61
17 5 352 58
7 5.2 365 55
7 5 427 59
18 5.1 422 64
8 5.1 397 75
6 5 355 56
5 5.2 391 68
5 5.5 378 57
16 5.5 380 70
2 5.3 412 76
2 5.4 329 65
2 5.4 347 63
15 5.5 394 60
13 5 337 75
6 5.3 338 65
2 5 370 77
2 5.4 358 77
3 5.3 350 61
3 5.4 357 66
19 5 349 62
10 5.1 348 64
18 5.3 348 56
7 5.4 443 63
11 5.3 433 55
17 5.3 325 56
20 5.2 430 67
9 5.5 391 72
16 5.1 375 60
12 5.1 326 75
16 5 427 68
15 5.1 387 74
5 5.4 409 58
19 5.5 390 64
7 5 436 56
6 5.4 333 65
18 5.1 329 68
8 5.4 360 54
17 5.4 395 57
12 5.3 327 77
11 5.4 436 63
18 5.2 388 70
15 5.4 333 71
8 5 450 69
10 5.5 443 62
7 5.5 437 61
7 5.2 326 73
15 5 390 63
15 5.1 449 60
11 5.1 374 77
6 5.4 420 70
5 5.5 393 71
13 5.4 395 56
14 5.4 402 67
19 5 364 57
10 5.4 123 67
11 7.3 136 73
11 7.4 146 73
12 7.3 138 67
20 7.1 166 75
13 7.4 374 58
17 5 405 73
19 5 412 47
19 5 377 50
15 5.1 374 49
5 5.4 378 47
8 5.1 425 49
17 5.3 382 54
14 5.3 432 73
5 5.4 337 58
10 5.1 411 73
20 5.2 388 62
13 5.3 420 66
10 5.3 392 64
11 5.1 372 68
6 5.1 360 57
10 5.2 370 64
11 5 331 61
20 5.4 412 63
11 5.4 345 72
5 5.4 363 59
20 5.1 399 63
11 5.1 393 71
5 5.1 445 65
18 5.4 402 71
13 5.2 348 64
20 5.1 446 60
9 5.1 329 61
11 5 368 61
6 5.1 409 65
16 5.3 354 65
19 5.5 425 62
12 5.1 370 57
17 5.3 397 72
6 5.2 344 77
13 7.2 445 56
14 7.5 373 59
10 5 353 58
10 5.4 415 59
20 5.2 333 70
5 5.5 391 76
20 5.4 432 67
20 5.1 433 74
7 5.2 429 55
18 5.1 351 67
19 5.4 395 55
2 5 431 56
3 5 375 61
2 5.2 387 71
16 5.5 343 54
12 5.3 442 60
7 5.5 405 65
3 5.2 442 72
2 5.3 327 58
2 5.5 413 59
3 5.4 395 65
20 5.4 379 57
7 5.5 328 71
8 5.3 342 74
5 5 390 62
11 5.1 412 67
13 5.3 327 69
16 5.5 342 68
12 5 400 74
5 5.4 404 64
11 5.4 417 72
17 5.5 375 70
16 5 429 65
9 5.2 381 56
6 5.3 368 58
6 5 355 60
9 5.5 394 73
17 5.5 342 57
17 5 431 65
18 5.2 382 57
13 5.5 361 64
13 5.5 336 66
9 5.5 431 61
20 5.4 379 56
10 5.2 377 60
8 5.4 433 74
11 5.4 335 72
15 5.2 379 66
17 5.5 368 69
18 5.4 444 56
18 5.5 353 54
14 5.5 374 59
6 5.2 402 75
11 5.1 394 66
6 5.4 377 69
12 5.1 415 63
8 5.5 171 67
6 7.3 168 55
19 7.3 134 60
16 7.4 159 69
14 7 142 62
14 7.4 342 54
16 5.5 327 62
15 5.1 416 50
15 5 406 49
15 5.2 400 45
9 5.2 432 52
8 5.4 380 50
20 5.2 392 54
9 5.1 409 68
8 5.5 377 67
9 5.3 408 65
11 5.3 358 75
9 5.4 342 73
18 5.1 416 59
17 5.5 408 60
5 5.3 333 59
20 5.5 357 70
13 5.2 407 54
20 5.1 366 55
19 5.5 417 54
12 5.2 344 55
8 5.5 331 56
10 5.5 354 74
19 5 340 74
20 5.5 356 56
7 5.4 388 62
17 5.3 415 74
7 5.1 426 73
9 5.3 325 72
19 5.4 400 58
9 5.4 394 74
7 5.1 373 60
20 5.4 429 73
14 5.4 340 70
13 5.2 412 75
11 7.5 355 57
20 7.3 336 55
18 5.5 443 74
12 5.4 429 66
9 5.2 445 62
8 5.5 359 74
17 5.4 385 74
12 5.5 413 61
11 5.3 372 71
11 5.4 406 54
11 5.4 396 54
2 5.5 355 67
2 5 328 73
2 5.5 364 75
5 5.1 430 69
14 5 332 72
6 5.1 400 60
2 5.1 340 69
2 5.2 380 55
3 5.5 332 66
2 5.2 368 59
20 5.1 342 56
